File_Name,Mat,No.,ID,Qn,Q,SOH,Pt,SOC,SOCR,source_file,source_dir,label,sheet,pulse_ms
LMO_C_26_B_80_SOC_5-90_Part_1-2_ID_H27733591761.xlsx,LMO,80,H27733591761,26,25.3514,0.9750538461538463,0.07,55,0.5499769230769231,LMO_26Ah_W_70.xlsx,26Ah LMO,LMO_26Ah,SOC55,70
LMO_C_26_B_81_SOC_5-90_Part_1-2_ID_H27735177821.xlsx,LMO,81,H27735177821,26,25.1781,0.9683884615384616,0.07,55,0.5499653846153847,LMO_26Ah_W_70.xlsx,26Ah LMO,LMO_26Ah,SOC55,70
LMO_C_26_B_82_SOC_5-90_Part_1-2_ID_H27734690849.xlsx,LMO,82,H27734690849,26,25.5088,0.9811076923076923,0.07,55,0.5499653846153847,LMO_26Ah_W_70.xlsx,26Ah LMO,LMO_26Ah,SOC55,70
LMO_C_26_B_83_SOC_5-90_Part_1-2_ID_H27734291972.xlsx,LMO,83,H27734291972,26,25.7508,0.9904153846153847,0.07,55,0.5499692307692309,LMO_26Ah_W_70.xlsx,26Ah LMO,LMO_26Ah,SOC55,70
LMO_C_26_B_84_SOC_5-90_Part_1-2_ID_H27734490929.xlsx,LMO,84,H27734490929,26,26.4874,1.018746153846154,0.07,55,0.5499730769230771,LMO_26Ah_W_70.xlsx,26Ah LMO,LMO_26Ah,SOC55,70
LMO_C_26_B_85_SOC_5-90_Part_1-2_ID_H27734390633.xlsx,LMO,85,H27734390633,26,25.1109,0.9658038461538462,0.07,55,0.5499615384615386,LMO_26Ah_W_70.xlsx,26Ah LMO,LMO_26Ah,SOC55,70
LMO_C_26_B_86_SOC_5-85_Part_1-1_ID_H27734092807.xlsx,LMO,86,H27734092807,26,24.6696,0.9488307692307691,0.07,55,0.5499538461538462,LMO_26Ah_W_70.xlsx,26Ah LMO,LMO_26Ah,SOC55,70
LMO_C_26_B_87_SOC_5-85_Part_1-1_ID_H27734491651.xlsx,LMO,87,H27734491651,26,24.4364,0.9398615384615384,0.07,55,0.5499500000000002,LMO_26Ah_W_70.xlsx,26Ah LMO,LMO_26Ah,SOC55,70
LMO_C_26_B_88_SOC_5-85_Part_1-1_ID_H27735077215.xlsx,LMO,88,H27735077215,26,24.6891,0.9495807692307692,0.07,55,0.5499769230769231,LMO_26Ah_W_70.xlsx,26Ah LMO,LMO_26Ah,SOC55,70
LMO_C_26_B_89_SOC_5-90_Part_1-2_ID_H27735076930.xlsx,LMO,89,H27735076930,26,25.2907,0.9727192307692308,0.07,55,0.5499730769230771,LMO_26Ah_W_70.xlsx,26Ah LMO,LMO_26Ah,SOC55,70
LMO_C_26_B_8_SOC_5-75_Part_1-1_ID_H27733590985.xlsx,LMO,8,H27733590985,26,21.5294,0.8280538461538461,0.07,55,0.5499653846153847,LMO_26Ah_W_70.xlsx,26Ah LMO,LMO_26Ah,SOC55,70
LMO_C_26_B_90_SOC_5-90_Part_1-2_ID_H27734490172.xlsx,LMO,90,H27734490172,26,25.9848,0.9994153846153846,0.07,55,0.5499807692307693,LMO_26Ah_W_70.xlsx,26Ah LMO,LMO_26Ah,SOC55,70
LMO_C_26_B_91_SOC_5-90_Part_1-2_ID_H27734492449.xlsx,LMO,91,H27734492449,26,25.2792,0.972276923076923,0.07,55,0.5499769230769233,LMO_26Ah_W_70.xlsx,26Ah LMO,LMO_26Ah,SOC55,70
LMO_C_26_B_92_SOC_5-85_Part_1-1_ID_H27734691342.xlsx,LMO,92,H27734691342,26,24.51,0.9426923076923077,0.07,55,0.5499615384615386,LMO_26Ah_W_70.xlsx,26Ah LMO,LMO_26Ah,SOC55,70
LMO_C_26_B_93_SOC_5-90_Part_1-2_ID_H27735490718.xlsx,LMO,93,H27735490718,26,25.6143,0.9851653846153846,0.07,55,0.5499576923076924,LMO_26Ah_W_70.xlsx,26Ah LMO,LMO_26Ah,SOC55,70
LMO_C_26_B_94_SOC_5-90_Part_1-2_ID_H27735076555.xlsx,LMO,94,H27735076555,26,26.1552,1.005969230769231,0.07,55,0.5499692307692309,LMO_26Ah_W_70.xlsx,26Ah LMO,LMO_26Ah,SOC55,70
LMO_C_26_B_95_SOC_5-90_Part_1-2_ID_H27734490575.xlsx,LMO,95,H27734490575,26,26.2455,1.009442307692308,0.07,55,0.5499769230769231,LMO_26Ah_W_70.xlsx,26Ah LMO,LMO_26Ah,SOC55,70
LMO_C_26_B_96_SOC_5-90_Part_1-2_ID_H27734490574.xlsx,LMO,96,H27734490574,26,25.7688,0.9911076923076922,0.07,55,0.5499769230769231,LMO_26Ah_W_70.xlsx,26Ah LMO,LMO_26Ah,SOC55,70
LMO_C_26_B_97_SOC_5-90_Part_1-2_ID_H27743090243.xlsx,LMO,97,H27743090243,26,25.7384,0.9899384615384614,0.07,55,0.5499807692307693,LMO_26Ah_W_70.xlsx,26Ah LMO,LMO_26Ah,SOC55,70
LMO_C_26_B_98_SOC_5-90_Part_1-2_ID_H27735275911.xlsx,LMO,98,H27735275911,26,25.4756,0.9798307692307693,0.07,55,0.549946153846154,LMO_26Ah_W_70.xlsx,26Ah LMO,LMO_26Ah,SOC55,70
LMO_C_26_B_9_SOC_5-75_Part_1-1_ID_H27735177571.xlsx,LMO,9,H27735177571,26,21.0844,0.8109384615384615,0.07,55,0.5499730769230771,LMO_26Ah_W_70.xlsx,26Ah LMO,LMO_26Ah,SOC55,70
LFP_C_35_B_10_SOC_5-70_Part_1-1_ID_10号.xlsx,LFP,10,10号,35,28.1738,0.8049657142857143,0.07,55,0.55,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_11_SOC_5-70_Part_1-1_ID_11号.xlsx,LFP,11,11号,35,28.4728,0.8135085714285714,0.07,55,0.5499714285714286,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_12_SOC_5-70_Part_1-1_ID_12号.xlsx,LFP,12,12号,35,28.0237,0.8006771428571429,0.07,55,0.5499685714285714,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_13_SOC_5-70_Part_1-1_ID_13号.xlsx,LFP,13,13号,35,27.5689,0.7876828571428571,0.07,55,0.55,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_14_SOC_5-75_Part_1-1_ID_14号.xlsx,LFP,14,14号,35,28.7243,0.8206942857142857,0.07,55,0.55,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_15_SOC_5-75_Part_1-1_ID_15号.xlsx,LFP,15,15号,35,28.8823,0.8252085714285714,0.07,55,0.5499685714285714,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_16_SOC_5-75_Part_1-1_ID_16号.xlsx,LFP,16,16号,35,28.9218,0.8263371428571429,0.07,55,0.55,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_17_SOC_5-75_Part_1-1_ID_17号.xlsx,LFP,17,17号,35,28.7911,0.8226028571428572,0.07,55,0.55,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_18_SOC_5-75_Part_1-1_ID_18号.xlsx,LFP,18,18号,35,30.3272,0.8664914285714286,0.07,55,0.55,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_19_SOC_5-75_Part_1-1_ID_19号.xlsx,LFP,19,19号,35,28.9453,0.8270085714285714,0.07,55,0.5499685714285714,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_1_SOC_5-65_Part_1-1_ID_1号.xlsx,LFP,1,1号,35,26.0274,0.74364,0.07,55,0.5499485714285715,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_20_SOC_5-75_Part_1-1_ID_20号.xlsx,LFP,20,20号,35,29.8948,0.8541371428571428,0.07,55,0.55,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_21_SOC_5-75_Part_1-1_ID_21号.xlsx,LFP,21,21号,35,29.0784,0.8308114285714285,0.07,55,0.5499942857142858,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_22_SOC_5-75_Part_1-1_ID_22号.xlsx,LFP,22,22号,35,29.3589,0.8388257142857143,0.07,55,0.55,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_23_SOC_5-75_Part_1-1_ID_23号.xlsx,LFP,23,23号,35,29.4409,0.8411685714285714,0.07,55,0.55,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_24_SOC_5-75_Part_1-1_ID_24号.xlsx,LFP,24,24号,35,28.7822,0.8223485714285714,0.07,55,0.5500057142857143,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_25_SOC_5-75_Part_1-1_ID_25号.xlsx,LFP,25,25号,35,28.466,0.8133142857142858,0.07,55,0.54998,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_26_SOC_5-75_Part_1-1_ID_26号.xlsx,LFP,26,26号,35,28.8451,0.8241457142857143,0.07,55,0.5499657142857143,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_27_SOC_5-75_Part_1-1_ID_27号.xlsx,LFP,27,27号,35,29.8757,0.8535914285714286,0.07,55,0.5499771428571428,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_28_SOC_5-75_Part_1-1_ID_28号.xlsx,LFP,28,28号,35,28.9269,0.8264828571428572,0.07,55,0.5499685714285714,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_29_SOC_5-75_Part_1-1_ID_29号.xlsx,LFP,29,29号,35,29.1676,0.83336,0.07,55,0.5499771428571429,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_2_SOC_5-70_Part_1-1_ID_2号.xlsx,LFP,2,2号,35,26.7155,0.7633,0.07,55,0.55,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_30_SOC_5-75_Part_1-1_ID_30号.xlsx,LFP,30,30号,35,29.957,0.8559142857142857,0.07,55,0.54998,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_31_SOC_5-75_Part_1-1_ID_31号.xlsx,LFP,31,31号,35,29.749,0.8499714285714285,0.07,55,0.5499742857142857,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_32_SOC_5-75_Part_1-1_ID_32号.xlsx,LFP,32,32号,35,29.6897,0.8482771428571428,0.07,55,0.5499857142857143,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_33_SOC_5-75_Part_1-1_ID_33号.xlsx,LFP,33,33号,35,29.5847,0.845277142857143,0.07,55,0.5499828571428572,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_34_SOC_5-75_Part_1-1_ID_34号.xlsx,LFP,34,34号,35,28.7359,0.8210257142857144,0.07,55,0.5499885714285715,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_35_SOC_5-80_Part_1-1_ID_35号.xlsx,LFP,35,35号,35,31.1451,0.88986,0.07,55,0.5499857142857143,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_36_SOC_5-80_Part_1-1_ID_36号.xlsx,LFP,36,36号,35,31.2968,0.8941942857142857,0.07,55,0.5499742857142857,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_37_SOC_5-80_Part_1-1_ID_37号.xlsx,LFP,37,37号,35,31.0761,0.8878885714285715,0.07,55,0.5499742857142857,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_38_SOC_5-80_Part_1-1_ID_38号.xlsx,LFP,38,38号,35,30.6065,0.8744714285714286,0.07,55,0.5499771428571428,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_39_SOC_5-80_Part_1-1_ID_39号.xlsx,LFP,39,39号,35,31.6234,0.9035257142857143,0.07,55,0.5499771428571429,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_3_SOC_5-70_Part_1-1_ID_3号.xlsx,LFP,3,3号,35,26.8988,0.7685371428571429,0.07,55,0.5499685714285714,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_40_SOC_5-80_Part_1-1_ID_40号.xlsx,LFP,40,40号,35,31.7138,0.9061085714285714,0.07,55,0.54998,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_41_SOC_5-80_Part_1-1_ID_41号.xlsx,LFP,41,41号,35,31.882,0.9109142857142858,0.07,55,0.5499828571428572,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_42_SOC_5-80_Part_1-1_ID_42号.xlsx,LFP,42,42号,35,30.0251,0.85786,0.07,55,0.54998,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_43_SOC_5-80_Part_1-1_ID_43号.xlsx,LFP,43,43号,35,30.906,0.8830285714285714,0.07,55,0.5499828571428572,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_44_SOC_5-80_Part_1-1_ID_44号.xlsx,LFP,44,44号,35,31.745,0.907,0.07,55,0.5499857142857143,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_45_SOC_5-80_Part_1-1_ID_45号.xlsx,LFP,45,45号,35,30.9244,0.8835542857142856,0.07,55,0.5499914285714286,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_46_SOC_5-80_Part_1-1_ID_46号.xlsx,LFP,46,46号,35,31.3007,0.8943057142857143,0.07,55,0.5499857142857143,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_47_SOC_5-80_Part_1-1_ID_47号.xlsx,LFP,47,47号,35,31.2287,0.8922485714285714,0.07,55,0.5499857142857142,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_48_SOC_5-80_Part_1-1_ID_48号.xlsx,LFP,48,48号,35,30.7941,0.8798314285714286,0.07,55,0.54998,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_49_SOC_5-80_Part_1-1_ID_49号.xlsx,LFP,49,49号,35,31.0586,0.8873885714285714,0.07,55,0.54998,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_4_SOC_5-70_Part_1-1_ID_4号.xlsx,LFP,4,4号,35,27.0871,0.7739171428571429,0.07,55,0.55,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_50_SOC_5-80_Part_1-1_ID_50号.xlsx,LFP,50,50号,35,30.4188,0.8691085714285715,0.07,55,0.5499857142857143,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_51_SOC_5-80_Part_1-1_ID_51号.xlsx,LFP,51,51号,35,30.481,0.8708857142857144,0.07,55,0.5499914285714286,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_52_SOC_5-80_Part_1-1_ID_52号.xlsx,LFP,52,52号,35,32.0162,0.9147485714285714,0.07,55,0.5499828571428572,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_53_SOC_5-85_Part_1-1_ID_53号.xlsx,LFP,53,53号,35,32.2981,0.922802857142857,0.07,55,0.5499857142857143,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_54_SOC_5-85_Part_1-1_ID_54号.xlsx,LFP,54,54号,35,33.6816,0.9623314285714286,0.07,55,0.54998,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_55_SOC_5-85_Part_1-1_ID_55号.xlsx,LFP,55,55号,35,32.2282,0.9208057142857143,0.07,55,0.5499828571428572,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_56_SOC_5-90_Part_1-2_ID_56号.xlsx,LFP,56,56号,35,33.526,0.9578857142857143,0.07,55,0.5499857142857143,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_5_SOC_5-70_Part_1-1_ID_5号.xlsx,LFP,5,5号,35,27.9931,0.7998028571428571,0.07,55,0.55,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_6_SOC_5-70_Part_1-1_ID_6号.xlsx,LFP,6,6号,35,28.3147,0.8089914285714285,0.07,55,0.55,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_7_SOC_5-70_Part_1-1_ID_7号.xlsx,LFP,7,7号,35,28.014,0.8004,0.07,55,0.5499685714285714,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_8_SOC_5-70_Part_1-1_ID_8号.xlsx,LFP,8,8号,35,27.4689,0.7848257142857143,0.07,55,0.55,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_35_B_9_SOC_5-70_Part_1-1_ID_9号.xlsx,LFP,9,9号,35,27.2322,0.7780628571428571,0.07,55,0.5499914285714286,LFP_35Ah_W_70.xlsx,35Ah LFP,LFP_35Ah,SOC55,70
LFP_C_68_B_10_SOC_5-75_Part_1-1_ID_02HCB68111211Y88D0001154.xlsx,LFP,10,02HCB68111211Y88D0001154,68,57.7091,0.8486632352941177,0.07,55,0.5499999999999999,LFP_68Ah_W_70.xlsx,68Ah LFP,LFP_68Ah,SOC55,70
LFP_C_68_B_11_SOC_5-65_Part_1-1_ID_02HCB68111211Y86M0006337.xlsx,LFP,11,02HCB68111211Y86M0006337,68,49.8911,0.7336926470588235,0.07,55,0.5499970588235294,LFP_68Ah_W_70.xlsx,68Ah LFP,LFP_68Ah,SOC55,70
LFP_C_68_B_12_SOC_5-65_Part_1-1_ID_02HCB68111211Y86T0002171.xlsx,LFP,12,02HCB68111211Y86T0002171,68,48.2854,0.7100794117647059,0.07,55,0.5500029411764704,LFP_68Ah_W_70.xlsx,68Ah LFP,LFP_68Ah,SOC55,70
LFP_C_68_B_13_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0002979.xlsx,LFP,13,02HCB68111211Y87Y0002979,68,57.5788,0.8467470588235294,0.07,55,0.550005882352941,LFP_68Ah_W_70.xlsx,68Ah LFP,LFP_68Ah,SOC55,70
LFP_C_68_B_14_SOC_5-75_Part_1-1_ID_02HCB68111211Y88E0004620.xlsx,LFP,14,02HCB68111211Y88E0004620,68,57.3708,0.8436882352941177,0.07,55,0.5500073529411764,LFP_68Ah_W_70.xlsx,68Ah LFP,LFP_68Ah,SOC55,70
LFP_C_68_B_15_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0009119.xlsx,LFP,15,02HCB68111211Y87Y0009119,68,57.2615,0.8420808823529411,0.07,55,0.5500044117647058,LFP_68Ah_W_70.xlsx,68Ah LFP,LFP_68Ah,SOC55,70
LFP_C_68_B_16_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0013185.xlsx,LFP,16,02HCB68111211Y87Y0013185,68,57.4409,0.8447191176470588,0.07,55,0.5500044117647058,LFP_68Ah_W_70.xlsx,68Ah LFP,LFP_68Ah,SOC55,70
LFP_C_68_B_17_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0008381.xlsx,LFP,17,02HCB68111211Y87Y0008381,68,56.1904,0.8263294117647059,0.07,55,0.550010294117647,LFP_68Ah_W_70.xlsx,68Ah LFP,LFP_68Ah,SOC55,70
LFP_C_68_B_18_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0003956.xlsx,LFP,18,02HCB68111211Y87Y0003956,68,57.6352,0.8475764705882353,0.07,55,0.550010294117647,LFP_68Ah_W_70.xlsx,68Ah LFP,LFP_68Ah,SOC55,70
LFP_C_68_B_19_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0008126.xlsx,LFP,19,02HCB68111211Y87Y0008126,68,56.4758,0.8305264705882353,0.07,55,0.5500117647058823,LFP_68Ah_W_70.xlsx,68Ah LFP,LFP_68Ah,SOC55,70
LFP_C_68_B_1_SOC_5-75_Part_1-1_ID_02HCB68111211Y88E0004385.xlsx,LFP,1,02HCB68111211Y88E0004385,68,56.857,0.8361323529411765,0.07,55,0.5500102941176469,LFP_68Ah_W_70.xlsx,68Ah LFP,LFP_68Ah,SOC55,70
LFP_C_68_B_20_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0012226.xlsx,LFP,20,02HCB68111211Y87Y0012226,68,55.1634,0.8112264705882354,0.07,55,0.5499882352941177,LFP_68Ah_W_70.xlsx,68Ah LFP,LFP_68Ah,SOC55,70
LFP_C_68_B_21_SOC_5-75_Part_1-1_ID_02HCB68111211Y88D0000337.xlsx,LFP,21,02HCB68111211Y88D0000337,68,58.2193,0.8561661764705882,0.07,55,0.5500044117647058,LFP_68Ah_W_70.xlsx,68Ah LFP,LFP_68Ah,SOC55,70
LFP_C_68_B_22_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0015279.xlsx,LFP,22,02HCB68111211Y87Y0015279,68,55.8331,0.821075,0.07,55,0.5500044117647058,LFP_68Ah_W_70.xlsx,68Ah LFP,LFP_68Ah,SOC55,70
LFP_C_68_B_23_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0008358.xlsx,LFP,23,02HCB68111211Y87Y0008358,68,58.3439,0.8579985294117647,0.07,55,0.5500088235294117,LFP_68Ah_W_70.xlsx,68Ah LFP,LFP_68Ah,SOC55,70
LFP_C_68_B_24_SOC_5-75_Part_1-1_ID_02HCB68111211Y88E0003284.xlsx,LFP,24,02HCB68111211Y88E0003284,68,56.298,0.8279117647058823,0.07,55,0.5500191176470587,LFP_68Ah_W_70.xlsx,68Ah LFP,LFP_68Ah,SOC55,70
LFP_C_68_B_25_SOC_5-55_Part_1-1_ID_02HCB68111211Y88D0003997.xlsx,LFP,25,02HCB68111211Y88D0003997,68,44.8118,0.6589970588235294,0.07,55,0.5500117647058823,LFP_68Ah_W_70.xlsx,68Ah LFP,LFP_68Ah,SOC55,70
LFP_C_68_B_26_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0011345.xlsx,LFP,26,02HCB68111211Y87Y0011345,68,56.4734,0.8304911764705882,0.07,55,0.5500191176470587,LFP_68Ah_W_70.xlsx,68Ah LFP,LFP_68Ah,SOC55,70
LFP_C_68_B_27_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0004694.xlsx,LFP,27,02HCB68111211Y87Y0004694,68,57.315,0.8428676470588234,0.07,55,0.5499779411764706,LFP_68Ah_W_70.xlsx,68Ah LFP,LFP_68Ah,SOC55,70
LFP_C_68_B_28_SOC_5-70_Part_1-1_ID_02HCB68111211Y87Y0015653.xlsx,LFP,28,02HCB68111211Y87Y0015653,68,53.5184,0.787035294117647,0.07,55,0.5499823529411764,LFP_68Ah_W_70.xlsx,68Ah LFP,LFP_68Ah,SOC55,70
LFP_C_68_B_29_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0005043.xlsx,LFP,29,02HCB68111211Y87Y0005043,68,56.2962,0.827885294117647,0.07,55,0.5500161764705882,LFP_68Ah_W_70.xlsx,68Ah LFP,LFP_68Ah,SOC55,70
LFP_C_68_B_2_SOC_5-75_Part_1-1_ID_02HCB68111211Y88D0000212.xlsx,LFP,2,02HCB68111211Y88D0000212,68,58.3834,0.8585794117647059,0.07,55,0.5500073529411764,LFP_68Ah_W_70.xlsx,68Ah LFP,LFP_68Ah,SOC55,70
LFP_C_68_B_30_SOC_5-65_Part_1-1_ID_02HCB68111211Y86L0000199.xlsx,LFP,30,02HCB68111211Y86L0000199,68,48.2291,0.7092514705882353,0.07,55,0.5500044117647058,LFP_68Ah_W_70.xlsx,68Ah LFP,LFP_68Ah,SOC55,70
LFP_C_68_B_31_SOC_5-65_Part_1-1_ID_02HCB68111211Y86N0001764.xlsx,LFP,31,02HCB68111211Y86N0001764,68,50.1695,0.7377867647058823,0.07,55,0.550044117647059,LFP_68Ah_W_70.xlsx,68Ah LFP,LFP_68Ah,SOC55,70
LFP_C_68_B_32_SOC_5-65_Part_1-1_ID_02HCB68111211Y86P0008123.xlsx,LFP,32,02HCB68111211Y86P0008123,68,49.1905,0.723389705882353,0.07,55,0.5499338235294118,LFP_68Ah_W_70.xlsx,68Ah LFP,LFP_68Ah,SOC55,70
LFP_C_68_B_33_SOC_5-70_Part_1-1_ID_02HCB68111211Y86L0002535.xlsx,LFP,33,02HCB68111211Y86L0002535,68,51.402,0.7559117647058824,0.07,55,0.5500132352941175,LFP_68Ah_W_70.xlsx,68Ah LFP,LFP_68Ah,SOC55,70
LFP_C_68_B_34_SOC_5-70_Part_1-1_ID_02HCB68111211Y87Y0014641.xlsx,LFP,34,02HCB68111211Y87Y0014641,68,53.8639,0.7921161764705883,0.07,55,0.5499882352941176,LFP_68Ah_W_70.xlsx,68Ah LFP,LFP_68Ah,SOC55,70
LFP_C_68_B_35_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0003554.xlsx,LFP,35,02HCB68111211Y87Y0003554,68,57.8642,0.8509441176470588,0.07,55,0.5500455882352943,LFP_68Ah_W_70.xlsx,68Ah LFP,LFP_68Ah,SOC55,70
LFP_C_68_B_36_SOC_5-70_Part_1-1_ID_02HCB68111211Y86X0004792.xlsx,LFP,36,02HCB68111211Y86X0004792,68,52.727,0.7753970588235294,0.07,55,0.5499705882352941,LFP_68Ah_W_70.xlsx,68Ah LFP,LFP_68Ah,SOC55,70
LFP_C_68_B_37_SOC_5-75_Part_1-1_ID_02HCB68111211Y87Y0015365.xlsx,LFP,37,02HCB68111211Y87Y0015365,68,56.3837,0.8291720588235294,0.07,55,0.550010294117647,LFP_68Ah_W_70.xlsx,68Ah LFP,LFP_68Ah,SOC55,70
LFP_C_68_B_38_SOC_5-60_Part_1-1_ID_02HCB68111211Y86S0005042.xlsx,LFP,38,02HCB68111211Y86S0005042,68,45.9422,0.6756205882352941,0.07,55,0.5500455882352943,LFP_68Ah_W_70.xlsx,68Ah LFP,LFP_68Ah,SOC55,70
LFP_C_68_B_39_SOC_5-75_Part_1-1_ID_02HCB68111211Y88D0003294.xlsx,LFP,39,02HCB68111211Y88D0003294,68,57.1845,0.8409485294117647,0.07,55,0.5499911764705882,LFP_68Ah_W_70.xlsx,68Ah LFP,LFP_68Ah,SOC55,70
